NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Adult,Older Adult,Child,,,
NCT07311408,SHR-1701 + Rivoceranib (± SHR-2554) in Advanced GC After First-Line Immunotherapy Failure,https://clinicaltrials.gov/study/NCT07311408,RECRUITING,Gastric Cancer (GC)|Gastroesophageal Junction Adenocarcinoma,DRUG: SHR-1701+Rivoceranib + SHR-2554|DRUG: SHR-1701 + Rivoceranib,Jingdong Zhang,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,40,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06385925,A Study of TSN1611 Treating Patients With Advanced Solid Tumors Harboring KRAS G12D Mutation,https://clinicaltrials.gov/study/NCT06385925,RECRUITING,Malignant Neoplasm,DRUG: TSN1611|DRUG: TSN1611|DRUG: TSN1611|DRUG: TSN1611,Tyligand Pharmaceuticals (Suzhou) Limited,None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,440,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06405425,A Study of BL-B01D1 + PD-1 in Patients With Locally Advanced or Metastatic Urothelial Carcinoma,https://clinicaltrials.gov/study/NCT06405425,RECRUITING,Urothelial Carcinoma,DRUG: BL-B01D1|DRUG: PD-1,"Sichuan Baili Pharmaceutical Co., Ltd.","Baili-Bio (Chengdu) Pharmaceutical Co., Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE2,52,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07429643,Endoscopic Ultrasound-Guided Loco-regional Chemotherapy Injection as Adjuvant Therapy for Locally Advanced Pancreatic Cancer.,https://clinicaltrials.gov/study/NCT07429643,NOT_YET_RECRUITING,Locally Advanced Pancreatic Cancer,DRUG: endoscopic ultrasonograhy guided chemptherapy injection,Assiut University,None listed,ALL,ADULT,PHASE2|PHASE3,20,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,0,0,,,
NCT07720115,Phase 2 Trial Of S-531011 With RadScopal In Previously Treated Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT07720115,NOT_YET_RECRUITING,Phase II|S-531011|RadScopal|Metastatic Colorectal Cancer,DRUG: S-531011|RADIATION: HD-XRT,M.D. Anderson Cancer Center,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06305715,Radiation Prior to TKI to Delay Progression in Advanced Driver-Mutated Non-small Cell Lung Cancers (RadiaNCe Lung X),https://clinicaltrials.gov/study/NCT06305715,RECRUITING,Non Small Cell Lung Cancer,DEVICE: Radiation Therapy|DRUG: Targeted TKI therapy,Medical College of Wisconsin,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,34,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT04938817,Safety and Efficacy Study of Investigational Agents as Monotherapy or in Combination With Pembrolizumab (MK-3475) for the Treatment of Extensive-Stage Small Cell Lung Cancer (ES-SCLC) in Need of Second-Line Therapy (MK-3475-B98/KEYNOTE-B98),https://clinicaltrials.gov/study/NCT04938817,ACTIVE_NOT_RECRUITING,Small Cell Lung Carcinoma,BIOLOGICAL: coformulation pembrolizumab/quavonlimab|DRUG: lenvatinib|BIOLOGICAL: MK-4830|BIOLOGICAL: coformulation favezelimab/pembrolizumab|BIOLOGICAL: R-DXd,Merck Sharp & Dohme LLC,Daiichi Sankyo,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,110,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05413850,Anti-tumour Activity of (177Lu) rhPSMA-10.1 Injection,https://clinicaltrials.gov/study/NCT05413850,RECRUITING,Prostate Cancer|Metastatic Castration-resistant Prostate Cancer|mCRPC|Urogenital Neoplasms|Prostatic Neoplasms|Prostatic Diseases,DRUG: Lutetium (177Lu) rhPSMA-10.1 Injection|DIAGNOSTIC_TEST: 18F-rhPSMA-7.3 injection (in phase 1 only),Blue Earth Therapeutics Ltd,PSI CRO,MALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,82,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05805098,Venetoclax Combined With Homoharringtonine and Cytarabine in Induction for AML,https://clinicaltrials.gov/study/NCT05805098,RECRUITING,Acute Myeloid Leukemia,DRUG: Venetoclax|DRUG: Homoharringtonine|DRUG: Cytarabine,The First Affiliated Hospital of Soochow University,None listed,ALL,ADULT,PHASE2|PHASE3,60,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,0,0,,,
NCT05609578,Combination Therapies With Adagrasib in Patients With Advanced NSCLC With KRAS G12C Mutation,https://clinicaltrials.gov/study/NCT05609578,ACTIVE_NOT_RECRUITING,Advanced NSCLC|Metastatic Lung Cancer,DRUG: Adagrasib oral dose of 400 mg twice daily tablets|COMBINATION_PRODUCT: Pembrolizumab|COMBINATION_PRODUCT: Chemotherapy: Pemetrexed|COMBINATION_PRODUCT: Cisplatin/Carboplatin,Mirati Therapeutics Inc.,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,90,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07103408,A Study Evaluating Concurrent Chemoradiotherapy Combined With Dual Immune Checkpoint Blockade for Limited-stage Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT07103408,NOT_YET_RECRUITING,Small-Cell Lung Cancer (SCLC),DRUG: Immuno-chemotherapy|RADIATION: Radiotherapy|DRUG: Consolidative therapy,Sun Yat-sen University,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,56,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05386108,Study of Abemaciclib and Elacestrant in Participants With Brain Metastasis Due to ER+/HER-2- Breast Cancer,https://clinicaltrials.gov/study/NCT05386108,RECRUITING,Breast Neoplasms|Brain Neoplasms|Neoplasms by Site|Neoplasms|Breast Diseases|Central Nervous System Neoplasms|Brain Diseases|Central Nervous System Diseases,DRUG: Elacestrant|DRUG: Abemaciclib,"Stemline Therapeutics, Inc.",None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,73,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07009899,BCMA Bispecific Antibody Therapy for Post-BCMA CAR T-Cell Therapy Relapse (RECLAIM),https://clinicaltrials.gov/study/NCT07009899,NOT_YET_RECRUITING,Multiple Myeloma,DRUG: Linvoseltamab,Medical College of Wisconsin,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,34,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07276399,A Study of Amivantamab in Addition to Standard of Care Agents (SOC) Compared With SOC Alone in Participants With Recurrent/Metastatic Head and Neck Cancer,https://clinicaltrials.gov/study/NCT07276399,RECRUITING,Squamous Cell Carcinoma of Head and Neck,BIOLOGICAL: Amivantamab|BIOLOGICAL: Pembrolizumab|DRUG: Carboplatin|DRUG: 5-Flurouracil|DRUG: Cisplatin,"Janssen Research & Development, LLC",None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,500,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,A,
NCT05466799,FOLFIRINOX Versus OncoSil™ in Addition to FOLFIRINOX in Patients With Locally Advanced Pancreatic Adenocarcinoma,https://clinicaltrials.gov/study/NCT05466799,ACTIVE_NOT_RECRUITING,Locally Advanced Pancreatic Cancer,DRUG: FOLFIRINOX chemotherapy|DEVICE: OncoSil™,OncoSil Medical Limited,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,88,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06450314,Decreasing Treatment for Metastatic HER2-Positive Breast Cancer With Undectable Cancer Levels in Blood Tests.,https://clinicaltrials.gov/study/NCT06450314,RECRUITING,Metastatic Breast Cancer|HER2-positive Breast Cancer,DRUG: Discontinuation of the anti-HER2 maintenance therapy|DEVICE: Monitoring with signatera test,UNICANCER,"Natera, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE2,170,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT04459416,Managing Pain and Symptom Burden Caused by Chemotherapy in People With Myeloma or Lymphoma,https://clinicaltrials.gov/study/NCT04459416,ACTIVE_NOT_RECRUITING,Multiple Myeloma|Hodgkin Disease|Non-Hodgkin Lymphoma,OTHER: Acupuncture|DRUG: opioid|OTHER: Assessments,Memorial Sloan Kettering Cancer Center,Patient-Centered Outcomes Research Institute|Hackensack Meridian Health,ALL,"ADULT, OLDER_ADULT",PHASE3,299,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06668584,A Phase II Open-label Study of Olutasidenib Post-transplant Maintenance Therapy for Patients With IDH1-mutated Myeloid Malignancies,https://clinicaltrials.gov/study/NCT06668584,RECRUITING,Myeloid Malignancies,DRUG: Olutasidenib,M.D. Anderson Cancer Center,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,31,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07641855,A Study of BL-B01D1 Combination Therapy in Patients With Metastatic Castration-resistant Prostate Cancer,https://clinicaltrials.gov/study/NCT07641855,NOT_YET_RECRUITING,Castration-resistant Prostate Cancer,DRUG: BL-B01D1|DRUG: Abiraterone|DRUG: Olaparib,"Sichuan Baili Pharmaceutical Co., Ltd.","Baili-Bio (Chengdu) Pharmaceutical Co., Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,180,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06126640,"A Phase III, Active-Controlled Study of SHR-A1811 Versus Trastuzumab Emtansine (T-DM1) in HER2-Positive Primary Breast Cancer Participants With Residual Invasive Disease Following Neoadjuvant Therapy",https://clinicaltrials.gov/study/NCT06126640,ACTIVE_NOT_RECRUITING,HER2-Positive Primary Breast Cancer Participants With Residual Invasive Disease Following Neoadjuvant Therapy,DRUG: SHR-A1811|DRUG: Trastuzumab Emtansine,"Jiangsu HengRui Medicine Co., Ltd.",None listed,FEMALE,"ADULT, OLDER_ADULT",PHASE3,1615,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT04378647,BREntuximab Vedotin in SEcond LIne Therapy BEfore Transplant,https://clinicaltrials.gov/study/NCT04378647,RECRUITING,"Hodgkin Lymphoma, Adult",DRUG: Induction with Brentuximab vedotin (BV)|DRUG: Induction without Brentuximab Vedotin|DRUG: Consolidation with Brentuximab Vedotin,Grupo Español de Linfomas y Transplante Autólogo de Médula Ósea,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,150,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06896981,Semaglutide in Women With Polycystic Ovary Syndrome and Obesity,https://clinicaltrials.gov/study/NCT06896981,RECRUITING,Polycystic Ovary Syndrome (PCOS) Women|Obesity,DRUG: Metformin with Semaglutide,"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",None listed,FEMALE,"CHILD, ADULT",PHASE2|PHASE3,30,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,0,1,,,
NCT07389265,Continuation of Cetuximab Beyond First-Line Progression in Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT07389265,RECRUITING,Metastatic Colorectal Cancer (mCRC),"DRUG: Erbitux (Cetuximab)|DRUG: Bevacizumab|DRUG: FOLFOX (Folinic acid + Fluorouracil + Oxaliplatin)|DRUG: FOLFIRI (5-Fluorouracil, Folinic acid, Irinotecan)",University of Campania Luigi Vanvitelli,None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,480,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05320692,A Study of TACE Combined With Camrelizumab Plus Rivoceranib (Apatinib) in Patients With Incurable Hepatocellular Carcinoma,https://clinicaltrials.gov/study/NCT05320692,ACTIVE_NOT_RECRUITING,Hepatocellular Carcinoma,DRUG: TACE+Camrelizumab+Apatinib mesylate|PROCEDURE: TACE,"Jiangsu HengRui Medicine Co., Ltd.",None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,423,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07680764,"A Study To Assess the Safety, Tolerability, and Efficacy of Imzokitug in Combination With Pumitamig and Platinum-Doublet Chemotherapy (PDCT) Versus Pumitamig and PDCT as First-line Treatment for Participants With Locally Advanced or Metastatic Non-Small Cell Lung Cancer (NSCLC)",https://clinicaltrials.gov/study/NCT07680764,RECRUITING,Locally Advanced Non-Small Cell Lung Cancer (NSCLC)|Metastatic Non-Small Cell Lung Cancer (NSCLC),DRUG: Pumitamig|DRUG: Imzokitug,Bristol-Myers Squibb,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,160,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07479732,Apatinib Combined With Liposomal Irinotecan for Refractory or Metastatic Osteosarcoma,https://clinicaltrials.gov/study/NCT07479732,RECRUITING,Osteosarcoma|Osteosarcoma Metastatic,DRUG: Liposomal Irinotecan|DRUG: Apatinib in arm1,Peking University People's Hospital,None listed,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1|PHASE2,56,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,1,,,
NCT07108998,Study of Epcoritamab as a Consolidation Therapy in CLL/SLL,https://clinicaltrials.gov/study/NCT07108998,RECRUITING,CLL/SLL|CLL|SLL|Chronic Lymphocytic Leukemia|Small Lymphocytic Lymphoma|Small Lymphocytic Lymphoma Variant|Chronic Lymphocytic Leukemia Variants,DRUG: Epcoritamab,Zulfa Omer,Genmab,ALL,"ADULT, OLDER_ADULT",PHASE2,22,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03504163,Pembrolizumab (MK-3475) and Bacillus Calmette-Guérin (BCG) as First-Line Treatment for High-Risk T1 Non-Muscle-Invasive Bladder Cancer (NMIBC) and High-Grade Non-Muscle-Invasive Upper Tract Urothelial Carcinoma (NMI-UTUC)],https://clinicaltrials.gov/study/NCT03504163,ACTIVE_NOT_RECRUITING,Bladder Cancer,DRUG: Pembrolizumab (MK-3475)|DRUG: Bacillus Calmette-Guérin (BCG),Memorial Sloan Kettering Cancer Center,Merck Sharp & Dohme LLC,ALL,"ADULT, OLDER_ADULT",PHASE2,45,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06355401,Maintenance Hormonal Therapy and DLBCL,https://clinicaltrials.gov/study/NCT06355401,NOT_YET_RECRUITING,Diffuse Large B Cell Lymphoma,DRUG: Tamoxifen 20mg,Sohag University,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,100,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",1,1,0,,,
NCT07235319,PD-1 Inhibitor Plus Chemotherapy Followed by Immediate Versus Salvage Locoregional Radiotherapy in De Novo Metastatic NPC,https://clinicaltrials.gov/study/NCT07235319,RECRUITING,Nasopharangeal Cancer|Distant Metastasis,RADIATION: Immediate locoregional radiotherapy|RADIATION: Salvage locoregional radiotherapy,Sun Yat-sen University,None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,260,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07587619,Intraoperative Use of Oxygen Saturation Imaging to Assess Intestinal Perfusion,https://clinicaltrials.gov/study/NCT07587619,ACTIVE_NOT_RECRUITING,Colorectal Cancer|Diverticulitis of Sigmoid,DEVICE: Fujifilm monitoring,University of Southern California,Fujifilm,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,52,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: DIAGNOSTIC,1,1,0,,,
NCT00186992,Radiation Therapy to Treat Musculoskeletal Tumors,https://clinicaltrials.gov/study/NCT00186992,ACTIVE_NOT_RECRUITING,"Sarcoma, Ewing's|Rhabdomyosarcoma|Soft Tissue Sarcoma|Musculoskeletal Tumors",RADIATION: image-guided radiotherapy,St. Jude Children's Research Hospital,Lance Armstrong Foundation,ALL,"CHILD, ADULT",PHASE2,202,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,0,1,,,
NCT06608732,Combination of Inaticabtagene Autoleucel With Autologous Hematopoietic Stem Cell Transplantation for Adolescents or Adults With MRD-Positive B-Cell Acute Lymphoblastic Leukemia in Initial Complete Remission.,https://clinicaltrials.gov/study/NCT06608732,RECRUITING,B-cell Acute Lymphoblastic Leukemia,BIOLOGICAL: Inaticabtagene autoleucel,"Institute of Hematology & Blood Diseases Hospital, China",Juventas Cell Therapy Ltd.,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,20,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,1,,,
NCT02768363,Randomized Controlled Trial of CAN-2409 Immunotherapy During Active Surveillance for Prostate Cancer (ULYSSES),https://clinicaltrials.gov/study/NCT02768363,ACTIVE_NOT_RECRUITING,Prostate Cancer,BIOLOGICAL: aglatimagene besadenovec|BIOLOGICAL: placebo|DRUG: valacyclovir,"Candel Therapeutics, Inc.",None listed,MALE,"ADULT, OLDER_ADULT",PHASE2,187,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",1,1,0,,,
NCT05871021,Protective VEGF Inhibition for Isotoxic Dose Escalation in Glioblastoma,https://clinicaltrials.gov/study/NCT05871021,RECRUITING,Glioblastoma,RADIATION: Dose escalation of radiation dose beyond the therapeutic standard,University Hospital Tuebingen,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,146,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06605131,GP Combined with Toripalimab Versus GP Induction Chemotherapy for Advanced Childhood Nasopharyngeal Carcinoma,https://clinicaltrials.gov/study/NCT06605131,NOT_YET_RECRUITING,Nasopharyngeal Cancinoma (NPC),DRUG: GP+Toripalimab+CCRT|DRUG: GP+CCRT,Sun Yat-sen University,None listed,ALL,"CHILD, ADULT",PHASE2,72,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,0,1,,,
NCT03899792,A Study of Oral LOXO-292 (Selpercatinib) in Pediatric Participants With Advanced Solid or Primary Central Nervous System (CNS) Tumors,https://clinicaltrials.gov/study/NCT03899792,ACTIVE_NOT_RECRUITING,Medullary Thyroid Cancer|Infantile Myofibromatosis|Infantile Fibrosarcoma|Papillary Thyroid Cancer|Soft Tissue Sarcoma,DRUG: Selpercatinib,Eli Lilly and Company,"Loxo Oncology, Inc.",ALL,"CHILD, ADULT",PHASE1|PHASE2,36,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,0,1,,,
NCT07547553,A Phase Ib/II Trial to Evaluate the Efficacy and Safety of HH-009 for the Treatment of FGF19-positive Advanced or Unresectable HCC,https://clinicaltrials.gov/study/NCT07547553,RECRUITING,Advanced or Unresectable Hepatocellular Carcinoma (HCC),"DRUG: Will receive HH-009 injection 20 mg/kg, Q3W|DRUG: Will receive HH-009 injection 30 mg/kg, Q3W",Huahui Health,None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,30,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06835972,A Study of Abemaciclib and Cabozantinib in People With Clear Cell Renal Cell Carcinoma (ccRCC),https://clinicaltrials.gov/study/NCT06835972,RECRUITING,Metastatic Renal Cell Carcinoma|Translocation Renal Cell Carcinoma,DRUG: Abemaciclib|DRUG: Cabozantinib,Memorial Sloan Kettering Cancer Center,Eli Lilly and Company|Exelixis,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,43,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07076095,A Phase II/III Study of IBB0979 in Combination With Topotecan Versus Topotecan in Relapsed Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT07076095,NOT_YET_RECRUITING,Small Cell Lung Cancer,DRUG: IBB0979|DRUG: topotecan hydrochloride for injection,"SUNHO（China）BioPharmaceutical CO., Ltd.",Zhengzhou University,ALL,"ADULT, OLDER_ADULT",PHASE2,200,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07279077,"Node-Sparing Low-Dose Radiotherapy Concurrent With Chemotherapy and PD-1 Inhibitor in pMMR/MSS High-Risk Locally Advanced Colon Cancer: A Prospective, Single-Arm, Phase II Trial",https://clinicaltrials.gov/study/NCT07279077,RECRUITING,Colon Cancer|Neoadjuvant Therapies|Immune Checkpoint Therapy|Radiation Therapy,COMBINATION_PRODUCT: Node-Sparing Low-Dose Radiotherapy Concurrent With Chemotherapy and PD-1 Inhibitor,"Sixth Affiliated Hospital, Sun Yat-sen University",None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,38,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03259867,Combination of TATE and PD-1 Inhibitor in Liver Cancer,https://clinicaltrials.gov/study/NCT03259867,RECRUITING,Hepatocellular Carcinoma|Gastric Cancer,DRUG: Nivolumab Injectable Product|COMBINATION_PRODUCT: Trans-arterial tirapazamine embolization,Teclison Ltd.,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,54,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
